entity_a,entity_b,weight,level
الري بالغمر,"50,000",1.0,document
الري بالغمر,2028,1.0,document
الري بالغمر,مكعب,1.0,document
"50,000",2028,1.0,document
"50,000",مكعب,1.0,document
2028,مكعب,1.0,document
الري بالغمر,"50,000",2.0,sentence
الري بالغمر,2028,2.0,sentence
"50,000",2028,2.0,sentence
40,من المياه,2.0,sentence
40,مكعب,2.0,sentence
من المياه,مكعب,2.0,sentence
3 kilometers,10%,1.0,document
3 kilometers,The Aletsch Glacier,1.0,document
3 kilometers,80%,1.0,document
3 kilometers,2100,1.0,document
3 kilometers,2023,1.0,document
3 kilometers,the past two years,1.0,document
3 kilometers,The World Glacier Monitoring Service,1.0,document
3 kilometers,1900,1.0,document
3 kilometers,Alps,1.0,document
3 kilometers,over 1 meter,1.0,document
3 kilometers,Swiss,1.0,document
10%,The Aletsch Glacier,1.0,document
10%,80%,1.0,document
10%,2100,1.0,document
10%,2023,1.0,document
10%,the past two years,1.0,document
10%,The World Glacier Monitoring Service,1.0,document
10%,1900,1.0,document
10%,Alps,1.0,document
10%,over 1 meter,1.0,document
10%,Swiss,1.0,document
The Aletsch Glacier,80%,1.0,document
The Aletsch Glacier,2100,1.0,document
The Aletsch Glacier,2023,1.0,document
The Aletsch Glacier,the past two years,1.0,document
The Aletsch Glacier,The World Glacier Monitoring Service,1.0,document
The Aletsch Glacier,1900,1.0,document
The Aletsch Glacier,Alps,1.0,document
The Aletsch Glacier,over 1 meter,1.0,document
The Aletsch Glacier,Swiss,1.0,document
80%,2023,2.0,document
80%,the past two years,1.0,document
80%,The World Glacier Monitoring Service,1.0,document
80%,1900,1.0,document
80%,Alps,1.0,document
80%,over 1 meter,1.0,document
80%,Swiss,1.0,document
2100,the past two years,1.0,document
2100,The World Glacier Monitoring Service,1.0,document
2100,1900,1.0,document
2100,Alps,1.0,document
2100,over 1 meter,1.0,document
2100,Swiss,1.0,document
2023,the past two years,1.0,document
2023,The World Glacier Monitoring Service,1.0,document
2023,1900,1.0,document
2023,Alps,1.0,document
2023,over 1 meter,1.0,document
2023,Swiss,1.0,document
the past two years,The World Glacier Monitoring Service,1.0,document
the past two years,1900,1.0,document
the past two years,Alps,1.0,document
the past two years,over 1 meter,1.0,document
the past two years,Swiss,1.0,document
The World Glacier Monitoring Service,1900,1.0,document
The World Glacier Monitoring Service,Alps,1.0,document
The World Glacier Monitoring Service,over 1 meter,1.0,document
The World Glacier Monitoring Service,Swiss,1.0,document
1900,Alps,1.0,document
1900,over 1 meter,1.0,document
1900,Swiss,1.0,document
Alps,over 1 meter,1.0,document
Alps,Swiss,1.0,document
over 1 meter,Swiss,1.0,document
The World Glacier Monitoring Service,2023,2.0,sentence
The World Glacier Monitoring Service,over 1 meter,2.0,sentence
2023,over 1 meter,2.0,sentence
Swiss,10%,2.0,sentence
Swiss,the past two years,2.0,sentence
10%,the past two years,2.0,sentence
3 kilometers,The Aletsch Glacier,2.0,sentence
3 kilometers,80%,2.0,sentence
3 kilometers,2100,2.0,sentence
3 kilometers,1900,2.0,sentence
3 kilometers,Alps,2.0,sentence
The Aletsch Glacier,80%,2.0,sentence
The Aletsch Glacier,2100,2.0,sentence
The Aletsch Glacier,1900,2.0,sentence
The Aletsch Glacier,Alps,2.0,sentence
80%,2100,2.0,sentence
80%,1900,2.0,sentence
80%,Alps,2.0,sentence
2100,1900,2.0,sentence
2100,Alps,2.0,sentence
1900,Alps,2.0,sentence
40%,2026,1.0,document
40%,"10,000",1.0,document
40%,the Jordan Valley,1.0,document
40%,the Jordanian Ministry of Agriculture,1.0,document
40%,FAO,1.0,document
40%,15-30%,1.0,document
2026,"10,000",1.0,document
2026,the Jordan Valley,1.0,document
2026,the Jordanian Ministry of Agriculture,1.0,document
2026,FAO,1.0,document
2026,15-30%,1.0,document
"10,000",the Jordan Valley,1.0,document
"10,000",the Jordanian Ministry of Agriculture,1.0,document
"10,000",FAO,1.0,document
"10,000",15-30%,1.0,document
the Jordan Valley,the Jordanian Ministry of Agriculture,1.0,document
the Jordan Valley,FAO,1.0,document
the Jordan Valley,15-30%,1.0,document
the Jordanian Ministry of Agriculture,FAO,1.0,document
the Jordanian Ministry of Agriculture,15-30%,1.0,document
FAO,15-30%,1.0,document
40%,15-30%,2.0,sentence
40%,the Jordan Valley,2.0,sentence
15-30%,the Jordan Valley,2.0,sentence
the Jordanian Ministry of Agriculture,FAO,2.0,sentence
the Jordanian Ministry of Agriculture,2026,2.0,sentence
the Jordanian Ministry of Agriculture,"10,000",2.0,sentence
FAO,2026,2.0,sentence
FAO,"10,000",2.0,sentence
2026,"10,000",2.0,sentence
أصدرت الوكالة,2023,1.0,document
أصدرت الوكالة,89%,1.0,document
أصدرت الوكالة,العالمية,1.0,document
أصدرت الوكالة,2010,1.0,document
أصدرت الوكالة,الفترة من,1.0,document
أصدرت الوكالة,"1,500",1.0,document
أصدرت الوكالة,وبلغت القدرة,1.0,document
أصدرت الوكالة,المتحدة والهند قائمة أكبر المنتجين,1.0,document
أصدرت الوكالة,الشمسية,1.0,document
أصدرت الوكالة,دول,1.0,document
أصدرت الوكالة,للكهرباء,1.0,document
2023,89%,2.0,document
2023,العالمية,1.0,document
2023,2010,2.0,document
2023,الفترة من,1.0,document
2023,"1,500",1.0,document
2023,وبلغت القدرة,1.0,document
2023,المتحدة والهند قائمة أكبر المنتجين,1.0,document
2023,دول,1.0,document
2023,للكهرباء,1.0,document
89%,العالمية,1.0,document
89%,2010,2.0,document
89%,الفترة من,1.0,document
89%,"1,500",1.0,document
89%,وبلغت القدرة,1.0,document
89%,المتحدة والهند قائمة أكبر المنتجين,1.0,document
89%,الشمسية,1.0,document
89%,دول,1.0,document
89%,للكهرباء,1.0,document
العالمية,2010,1.0,document
العالمية,الفترة من,1.0,document
العالمية,"1,500",1.0,document
العالمية,وبلغت القدرة,1.0,document
العالمية,المتحدة والهند قائمة أكبر المنتجين,1.0,document
العالمية,الشمسية,1.0,document
العالمية,دول,1.0,document
العالمية,للكهرباء,1.0,document
2010,الفترة من,1.0,document
2010,"1,500",1.0,document
2010,وبلغت القدرة,1.0,document
2010,المتحدة والهند قائمة أكبر المنتجين,1.0,document
2010,الشمسية,1.0,document
2010,دول,1.0,document
2010,للكهرباء,1.0,document
الفترة من,"1,500",1.0,document
الفترة من,وبلغت القدرة,1.0,document
الفترة من,المتحدة والهند قائمة أكبر المنتجين,1.0,document
الفترة من,الشمسية,1.0,document
الفترة من,دول,1.0,document
الفترة من,للكهرباء,1.0,document
"1,500",وبلغت القدرة,1.0,document
"1,500",المتحدة والهند قائمة أكبر المنتجين,1.0,document
"1,500",الشمسية,1.0,document
"1,500",دول,1.0,document
"1,500",للكهرباء,1.0,document
وبلغت القدرة,المتحدة والهند قائمة أكبر المنتجين,1.0,document
وبلغت القدرة,الشمسية,1.0,document
وبلغت القدرة,دول,1.0,document
وبلغت القدرة,للكهرباء,1.0,document
المتحدة والهند قائمة أكبر المنتجين,الشمسية,1.0,document
المتحدة والهند قائمة أكبر المنتجين,دول,1.0,document
المتحدة والهند قائمة أكبر المنتجين,للكهرباء,1.0,document
الشمسية,دول,1.0,document
الشمسية,للكهرباء,1.0,document
دول,للكهرباء,1.0,document
أصدرت الوكالة,2023,2.0,sentence
أصدرت الوكالة,89%,2.0,sentence
أصدرت الوكالة,2010,2.0,sentence
أصدرت الوكالة,الفترة من,2.0,sentence
أصدرت الوكالة,الشمسية,2.0,sentence
أصدرت الوكالة,للكهرباء,2.0,sentence
2023,89%,4.0,sentence
2023,2010,4.0,sentence
2023,الفترة من,2.0,sentence
2023,للكهرباء,2.0,sentence
89%,2010,4.0,sentence
89%,الفترة من,2.0,sentence
89%,الشمسية,2.0,sentence
89%,للكهرباء,2.0,sentence
2010,الفترة من,2.0,sentence
2010,الشمسية,2.0,sentence
2010,للكهرباء,2.0,sentence
الفترة من,الشمسية,2.0,sentence
الفترة من,للكهرباء,2.0,sentence
الشمسية,للكهرباء,2.0,sentence
2023,العالمية,2.0,sentence
2023,"1,500",2.0,sentence
2023,وبلغت القدرة,2.0,sentence
العالمية,"1,500",2.0,sentence
العالمية,وبلغت القدرة,2.0,sentence
"1,500",وبلغت القدرة,2.0,sentence
سطح البحر,2050,1.0,document
سطح البحر,للخطر جاكرتا وبانكوك,1.0,document
سطح البحر,وتشمل المدن الأكثر عرضة,1.0,document
سطح البحر,71,1.0,document
سطح البحر,دراسة دولية,1.0,document
سطح البحر,والإسكندرية وميامي,1.0,document
2050,للخطر جاكرتا وبانكوك,1.0,document
2050,وتشمل المدن الأكثر عرضة,1.0,document
2050,71,1.0,document
2050,دراسة دولية,1.0,document
2050,والإسكندرية وميامي,1.0,document
للخطر جاكرتا وبانكوك,وتشمل المدن الأكثر عرضة,1.0,document
للخطر جاكرتا وبانكوك,71,1.0,document
للخطر جاكرتا وبانكوك,دراسة دولية,1.0,document
للخطر جاكرتا وبانكوك,والإسكندرية وميامي,1.0,document
وتشمل المدن الأكثر عرضة,71,1.0,document
وتشمل المدن الأكثر عرضة,دراسة دولية,1.0,document
وتشمل المدن الأكثر عرضة,والإسكندرية وميامي,1.0,document
71,دراسة دولية,1.0,document
71,والإسكندرية وميامي,1.0,document
دراسة دولية,والإسكندرية وميامي,1.0,document
سطح البحر,دراسة دولية,2.0,sentence
وتشمل المدن الأكثر عرضة,والإسكندرية وميامي,2.0,sentence
وتشمل المدن الأكثر عرضة,للخطر جاكرتا وبانكوك,2.0,sentence
والإسكندرية وميامي,للخطر جاكرتا وبانكوك,2.0,sentence
2050,71,2.0,sentence
"Over 2,300",65,1.0,document
"Over 2,300",March 2024,1.0,document
"Over 2,300",the International Court of Justice,1.0,document
"Over 2,300",over 130,1.0,document
"Over 2,300",Vanuatu,1.0,document
65,March 2024,1.0,document
65,the International Court of Justice,1.0,document
65,over 130,1.0,document
65,Vanuatu,1.0,document
March 2024,the International Court of Justice,1.0,document
March 2024,over 130,1.0,document
March 2024,Vanuatu,1.0,document
the International Court of Justice,over 130,1.0,document
the International Court of Justice,Vanuatu,1.0,document
over 130,Vanuatu,1.0,document
the International Court of Justice,March 2024,2.0,sentence
over 130,Vanuatu,2.0,sentence
65,"Over 2,300",2.0,sentence
على استعادة,2018,1.0,document
على استعادة,محمية الأزرق المائية،,1.0,document
على استعادة,الهاشمية,1.0,document
على استعادة,كانت,1.0,document
على استعادة,1.5,1.0,document
على استعادة,الجمعية الملكية لحماية الطبيعة,1.0,document
على استعادة,الضخ المفرط,1.0,document
على استعادة,بالجفاف التام,1.0,document
على استعادة,أنشأت المملكة,1.0,document
على استعادة,النظام البيئي للواحة,1.0,document
2018,محمية الأزرق المائية،,1.0,document
2018,الهاشمية,1.0,document
2018,كانت,1.0,document
2018,1.5,1.0,document
2018,الجمعية الملكية لحماية الطبيعة,1.0,document
2018,الضخ المفرط,1.0,document
2018,بالجفاف التام,1.0,document
2018,أنشأت المملكة,1.0,document
2018,النظام البيئي للواحة,1.0,document
محمية الأزرق المائية،,الهاشمية,1.0,document
محمية الأزرق المائية،,كانت,1.0,document
محمية الأزرق المائية،,1.5,1.0,document
محمية الأزرق المائية،,الجمعية الملكية لحماية الطبيعة,1.0,document
محمية الأزرق المائية،,الضخ المفرط,1.0,document
محمية الأزرق المائية،,بالجفاف التام,1.0,document
محمية الأزرق المائية،,أنشأت المملكة,1.0,document
محمية الأزرق المائية،,النظام البيئي للواحة,1.0,document
الهاشمية,كانت,1.0,document
الهاشمية,1.5,1.0,document
الهاشمية,الجمعية الملكية لحماية الطبيعة,1.0,document
الهاشمية,الضخ المفرط,1.0,document
الهاشمية,بالجفاف التام,1.0,document
الهاشمية,أنشأت المملكة,1.0,document
الهاشمية,النظام البيئي للواحة,1.0,document
كانت,1.5,1.0,document
كانت,الجمعية الملكية لحماية الطبيعة,1.0,document
كانت,الضخ المفرط,1.0,document
كانت,بالجفاف التام,1.0,document
كانت,أنشأت المملكة,1.0,document
كانت,النظام البيئي للواحة,1.0,document
1.5,الجمعية الملكية لحماية الطبيعة,1.0,document
1.5,الضخ المفرط,1.0,document
1.5,بالجفاف التام,1.0,document
1.5,أنشأت المملكة,1.0,document
1.5,النظام البيئي للواحة,1.0,document
الجمعية الملكية لحماية الطبيعة,الضخ المفرط,1.0,document
الجمعية الملكية لحماية الطبيعة,بالجفاف التام,1.0,document
الجمعية الملكية لحماية الطبيعة,أنشأت المملكة,1.0,document
الجمعية الملكية لحماية الطبيعة,النظام البيئي للواحة,1.0,document
الضخ المفرط,بالجفاف التام,1.0,document
الضخ المفرط,أنشأت المملكة,1.0,document
الضخ المفرط,النظام البيئي للواحة,1.0,document
بالجفاف التام,أنشأت المملكة,1.0,document
بالجفاف التام,النظام البيئي للواحة,1.0,document
أنشأت المملكة,النظام البيئي للواحة,1.0,document
الجمعية الملكية لحماية الطبيعة,محمية الأزرق المائية،,2.0,sentence
الجمعية الملكية لحماية الطبيعة,أنشأت المملكة,2.0,sentence
الجمعية الملكية لحماية الطبيعة,الهاشمية,2.0,sentence
محمية الأزرق المائية،,أنشأت المملكة,2.0,sentence
محمية الأزرق المائية،,الهاشمية,2.0,sentence
أنشأت المملكة,الهاشمية,2.0,sentence
على استعادة,كانت,2.0,sentence
على استعادة,الضخ المفرط,2.0,sentence
على استعادة,بالجفاف التام,2.0,sentence
على استعادة,النظام البيئي للواحة,2.0,sentence
كانت,الضخ المفرط,2.0,sentence
كانت,بالجفاف التام,2.0,sentence
كانت,النظام البيئي للواحة,2.0,sentence
الضخ المفرط,بالجفاف التام,2.0,sentence
الضخ المفرط,النظام البيئي للواحة,2.0,sentence
بالجفاف التام,النظام البيئي للواحة,2.0,sentence
1.5,2018,2.0,sentence
أفريقيا جنوب الصحراء,وتتركز المخاطر,1.0,document
أفريقيا جنوب الصحراء,أكد,1.0,document
أفريقيا جنوب الصحراء,ويوصي التقرير,1.0,document
أفريقيا جنوب الصحراء,التكيف المجتمعي للفئات الأكثر هشاشة,1.0,document
أفريقيا جنوب الصحراء,2030,1.0,document
أفريقيا جنوب الصحراء,132,1.0,document
أفريقيا جنوب الصحراء,آسيا,1.0,document
